datetime,feed_flow,product_flow,reject_flow,temperature,feed_cond,reject_cond,product_cond,feed_ph,orp,reject_ph,product_ph,pressure_drop,feed_pressure,hpp_pressure,cf_pressure
Fri May 03 2019 11:00:00 GMT+0530,227,76.41,151,27.69,64417,85423,758,7.71,-15.35,7.8,6.77,1,61.9,31.43,2.61
Fri May 03 2019 12:00:00 GMT+0530,227,76.41,151,27.69,64417,85423,758,7.71,-15.35,7.8,6.77,1,61.9,31.43,2.61
Fri May 03 2019 13:00:00 GMT+0530,226,76.59,150,27.83,64070,85131,759,7.73,-16.9,7.82,6.92,1,61.72,31.44,2.61
Fri May 03 2019 14:00:00 GMT+0530,226,76.59,150,27.83,64070,85131,759,7.73,-16.9,7.82,6.92,1,61.72,31.44,2.61
Sat May 04 2019 07:00:00 GMT+0530,230,79.7,151,28.07,63800,85803,832,7.67,-14.49,7.79,6.81,0.97,62.37,32.09,2.92
Sat May 04 2019 08:00:00 GMT+0530,230,79.7,151,28.07,63800,85803,832,7.67,-14.49,7.79,6.81,0.97,62.37,32.09,2.92
Sat May 04 2019 09:00:00 GMT+0530,231,80.38,151,28.14,63788,85744,830,7.69,-14.81,7.79,6.83,0.98,62.41,32.05,2.92
Sat May 04 2019 10:00:00 GMT+0530,231,80.38,151,28.14,63788,85744,830,7.69,-14.81,7.79,6.83,0.98,62.41,32.05,2.92
Sat May 04 2019 11:00:00 GMT+0530,231,80.06,152,28.14,63765,85720,833,7.71,-15.35,7.81,6.87,0.97,62.37,32.09,2.92
Sat May 04 2019 12:00:00 GMT+0530,231,80.06,152,28.14,63765,85720,833,7.71,-15.35,7.81,6.87,0.97,62.37,32.09,2.92
Sat May 04 2019 13:00:00 GMT+0530,231,80.26,151,28.44,63813,85754,842,7.73,-16.62,7.82,6.93,0.98,62.38,32.09,2.93
Sat May 04 2019 14:00:00 GMT+0530,231,80.26,151,28.44,63813,85754,842,7.73,-16.62,7.82,6.93,0.98,62.38,32.09,2.93
Sat May 04 2019 15:00:00 GMT+0530,231,79.57,149,28.57,63512,85564,846,7.75,-16.85,7.84,7.05,0.97,62.17,32.1,2.92
Sat May 04 2019 16:00:00 GMT+0530,231,79.57,149,28.57,63512,85564,846,7.75,-16.85,7.84,7.05,0.97,62.17,32.1,2.92
Sat May 04 2019 17:00:00 GMT+0530,231,81.08,150,28.7,63113,85219,844,7.74,-16.9,7.84,7.09,0.97,61.94,32.03,2.92
Sat May 04 2019 18:00:00 GMT+0530,231,81.08,150,28.7,63113,85219,844,7.74,-16.9,7.84,7.09,0.97,61.94,32.03,2.92
Sat May 04 2019 19:00:00 GMT+0530,232,80.02,151,28.75,63155,85204,845,7.73,-16.81,7.82,6.97,0.97,61.98,32.5,2.91
Sat May 04 2019 20:00:00 GMT+0530,232,80.02,151,28.75,63155,85204,845,7.73,-16.81,7.82,6.97,0.97,61.98,32.5,2.91
Sat May 04 2019 21:00:00 GMT+0530,231,81.09,149,28.78,63411,85428,846,7.73,-16.31,7.81,6.9,0.97,62.03,32.02,2.9
Sat May 04 2019 22:00:00 GMT+0530,231,81.09,149,28.78,63411,85428,846,7.73,-16.31,7.81,6.9,0.97,62.03,32.02,2.9
Sat May 04 2019 23:00:00 GMT+0530,231,80.67,150,28.78,63544,85511,844,7.72,-15.97,7.8,6.88,0.97,62.07,32.04,2.92
Sun May 05 2019 00:00:00 GMT+0530,231,80.67,150,28.78,63544,85511,844,7.72,-15.97,7.8,6.88,0.97,62.07,32.04,2.92
Sun May 05 2019 01:00:00 GMT+0530,231,80.57,151,28.65,63632,85472,840,7.73,-15.72,7.81,6.9,0.97,62.14,32.06,2.91
Sun May 05 2019 02:00:00 GMT+0530,231,80.57,151,28.65,63632,85472,840,7.73,-15.72,7.81,6.9,0.97,62.14,32.06,2.91
Sun May 05 2019 03:00:00 GMT+0530,231,80.56,151,28.53,63693,85551,836,7.73,-15.9,7.81,6.9,0.97,62.18,32.08,2.91
Sun May 05 2019 04:00:00 GMT+0530,231,80.56,151,28.53,63693,85551,836,7.73,-15.9,7.81,6.9,0.97,62.18,32.08,2.91
Sun May 05 2019 05:00:00 GMT+0530,231,80.34,151,28.46,63745,85618,824,7.72,-16.12,7.81,6.89,0.98,62.21,32.09,2.92
Sun May 05 2019 06:00:00 GMT+0530,231,80.34,151,28.46,63745,85618,824,7.72,-16.12,7.81,6.89,0.98,62.21,32.09,2.92
Sun May 05 2019 07:00:00 GMT+0530,231,80.21,150,28.4,63742,85584,825,7.7,-16.35,7.81,6.89,0.98,62.2,32.09,2.93
Sun May 05 2019 08:00:00 GMT+0530,231,80.21,150,28.4,63742,85584,825,7.7,-16.35,7.81,6.89,0.98,62.2,32.09,2.93
Sun May 05 2019 09:00:00 GMT+0530,231,80.09,150,28.39,63732,85482,823,7.72,-16.4,7.82,6.9,0.98,62.22,32.09,2.92
Sun May 05 2019 10:00:00 GMT+0530,231,80.09,150,28.39,63732,85482,823,7.72,-16.4,7.82,6.9,0.98,62.22,32.09,2.92
Sun May 05 2019 11:00:00 GMT+0530,231,80.21,152,28.42,63736,85540,826,7.73,-16.53,7.8,6.87,0.98,62.18,32.05,2.91
Sun May 05 2019 12:00:00 GMT+0530,231,80.21,152,28.42,63736,85540,826,7.73,-16.53,7.8,6.87,0.98,62.18,32.05,2.91
Sun May 05 2019 13:00:00 GMT+0530,231,80.25,150,28.61,63749,85555,839,7.71,-16.12,7.8,6.86,0.98,62.16,32.06,2.9
Sun May 05 2019 14:00:00 GMT+0530,231,80.25,150,28.61,63749,85555,839,7.71,-16.12,7.8,6.86,0.98,62.16,32.06,2.9
Sun May 05 2019 15:00:00 GMT+0530,231,80.6,151,28.86,63574,85501,848,7.72,-15.4,7.8,6.85,0.98,62.05,32.03,2.91
Sun May 05 2019 16:00:00 GMT+0530,231,80.6,151,28.86,63574,85501,848,7.72,-15.4,7.8,6.85,0.98,62.05,32.03,2.91
Sun May 05 2019 17:00:00 GMT+0530,231,80.83,150,29.03,63106,84465,844,7.71,-16.53,7.8,6.87,0.98,61.78,32.01,2.9
Sun May 05 2019 18:00:00 GMT+0530,231,80.83,150,29.03,63106,84465,844,7.71,-16.53,7.8,6.87,0.98,61.78,32.01,2.9
Sun May 05 2019 19:00:00 GMT+0530,231,81.33,149,29.07,61929,84421,715,7.72,-15.62,7.8,6.88,0.98,61.75,32,2.9
Sun May 05 2019 20:00:00 GMT+0530,231,81.33,149,29.07,61929,84421,715,7.72,-15.62,7.8,6.88,0.98,61.75,32,2.9
Sun May 05 2019 21:00:00 GMT+0530,231,80.8,150,29.14,62091,84562,717,7.71,-15.67,7.8,6.89,0.98,61.81,32.03,2.89
Sun May 05 2019 22:00:00 GMT+0530,231,80.8,150,29.14,62091,84562,717,7.71,-15.67,7.8,6.89,0.98,61.81,32.03,2.89
Sun May 05 2019 23:00:00 GMT+0530,231,80.44,148,29.11,62191,84654,718,7.72,-15.81,7.8,6.87,0.98,61.87,32.03,2.9
Mon May 06 2019 00:00:00 GMT+0530,231,80.44,148,29.11,62191,84654,718,7.72,-15.81,7.8,6.87,0.98,61.87,32.03,2.9
Mon May 06 2019 01:00:00 GMT+0530,231,80.26,150,29.09,62282,84771,715,7.7,-15.26,7.8,6.88,0.98,61.88,32.02,2.9
Mon May 06 2019 02:00:00 GMT+0530,231,80.26,150,29.09,62282,84771,715,7.7,-15.26,7.8,6.88,0.98,61.88,32.02,2.9
Mon May 06 2019 03:00:00 GMT+0530,231,80.93,150,29,62370,84805,712,7.68,-15.31,7.8,6.85,0.98,61.92,32.02,2.9
Mon May 06 2019 04:00:00 GMT+0530,231,80.93,150,29,62370,84805,712,7.68,-15.31,7.8,6.85,0.98,61.92,32.02,2.9
Mon May 06 2019 05:00:00 GMT+0530,231,80.21,150,28.78,62389,84879,709,7.71,-15.49,7.8,6.85,0.98,61.97,32.07,2.91
Mon May 06 2019 06:00:00 GMT+0530,231,80.21,150,28.78,62389,84879,709,7.71,-15.49,7.8,6.85,0.98,61.97,32.07,2.91
Mon May 06 2019 07:00:00 GMT+0530,231,80.71,150,28.69,62409,84795,704,7.72,-15.67,7.8,6.83,0.98,61.98,32.06,2.9
Mon May 06 2019 08:00:00 GMT+0530,231,80.71,150,28.69,62409,84795,704,7.72,-15.67,7.8,6.83,0.98,61.98,32.06,2.9
Mon May 06 2019 09:00:00 GMT+0530,231,80.7,151,28.73,62386,84830,703,7.72,-15.62,7.8,6.83,0.99,62.03,32.05,2.9
Mon May 06 2019 10:00:00 GMT+0530,231,80.7,151,28.73,62386,84830,703,7.72,-15.62,7.8,6.83,0.99,62.03,32.05,2.9
Mon May 06 2019 11:00:00 GMT+0530,231,80.38,150,28.81,62373,84786,705,7.7,-15.62,7.79,6.83,0.99,61.96,32.04,2.87
Mon May 06 2019 12:00:00 GMT+0530,231,80.38,150,28.81,62373,84786,705,7.7,-15.62,7.79,6.83,0.99,61.96,32.04,2.87
Mon May 06 2019 13:00:00 GMT+0530,231,80.95,150,29.01,62325,84718,713,7.68,-15.12,7.79,6.81,0.98,61.95,32.03,2.88
Mon May 06 2019 14:00:00 GMT+0530,231,80.95,150,29.01,62325,84718,713,7.68,-15.12,7.79,6.81,0.98,61.95,32.03,2.88
Mon May 06 2019 15:00:00 GMT+0530,231,80.35,150,29.1,62418,84883,724,7.68,-14.99,7.79,6.83,0.98,61.99,32.03,2.91
Mon May 06 2019 16:00:00 GMT+0530,231,80.35,150,29.1,62418,84883,724,7.68,-14.99,7.79,6.83,0.98,61.99,32.03,2.91
Mon May 06 2019 17:00:00 GMT+0530,231,81.27,151,29.21,61958,84474,722,7.69,-15.49,7.79,6.83,0.98,61.72,32.02,2.9
Mon May 06 2019 18:00:00 GMT+0530,231,81.27,151,29.21,61958,84474,722,7.69,-15.49,7.79,6.83,0.98,61.72,32.02,2.9
Mon May 06 2019 19:00:00 GMT+0530,231,81.93,149,29.35,61744,84372,720,7.72,-15.62,7.79,6.84,0.98,61.65,31.98,2.9
Mon May 06 2019 20:00:00 GMT+0530,231,81.93,149,29.35,61744,84372,720,7.72,-15.62,7.79,6.84,0.98,61.65,31.98,2.9
Mon May 06 2019 21:00:00 GMT+0530,231,80.41,152,29.4,61938,84669,724,7.71,-14.85,7.79,6.86,0.98,61.66,32.04,2.89
Mon May 06 2019 22:00:00 GMT+0530,231,80.41,152,29.4,61938,84669,724,7.71,-14.85,7.79,6.86,0.98,61.66,32.04,2.89
Mon May 06 2019 23:00:00 GMT+0530,231,80.86,149,29.33,62049,84766,706,7.69,-14.94,7.79,6.85,0.98,61.72,32.01,2.88
Tue May 07 2019 00:00:00 GMT+0530,231,80.86,149,29.33,62049,84766,706,7.69,-14.94,7.79,6.85,0.98,61.72,32.01,2.88
Tue May 07 2019 01:00:00 GMT+0530,231,80.2,149,29.27,62152,84727,709,7.68,-15.08,7.79,6.87,0.98,61.75,32.06,2.87
Tue May 07 2019 02:00:00 GMT+0530,231,80.2,149,29.27,62152,84727,709,7.68,-15.08,7.79,6.87,0.98,61.75,32.06,2.87
Tue May 07 2019 03:00:00 GMT+0530,231,80.6,149,29.35,62117,84771,708,7.71,-15.08,7.79,6.88,0.98,61.77,32,2.86
Tue May 07 2019 04:00:00 GMT+0530,231,80.6,149,29.35,62117,84771,708,7.71,-15.08,7.79,6.88,0.98,61.77,32,2.86
Tue May 07 2019 05:00:00 GMT+0530,231,80.4,149,29.11,62221,84800,707,7.71,-15.44,7.79,6.89,0.99,61.77,32.04,2.87
Tue May 07 2019 06:00:00 GMT+0530,231,80.4,149,29.11,62221,84800,707,7.71,-15.44,7.79,6.89,0.99,61.77,32.04,2.87
Tue May 07 2019 07:00:00 GMT+0530,231,80.77,148,28.83,62276,84917,694,7.71,-15.22,,6.87,0.99,61.85,32.06,2.88
Tue May 07 2019 08:00:00 GMT+0530,231,80.77,148,28.83,62276,84917,694,7.71,-15.22,,6.87,0.99,61.85,32.06,2.88
Tue May 07 2019 09:00:00 GMT+0530,231,80.33,152,28.72,62237,84819,688,7.72,-15.85,,6.87,0.99,61.88,32.02,2.88
Tue May 07 2019 10:00:00 GMT+0530,231,80.33,152,28.72,62237,84819,688,7.72,-15.85,,6.87,0.99,61.88,32.02,2.88
Tue May 07 2019 11:00:00 GMT+0530,230,80.54,150,28.79,62240,84708,689,7.72,-15.62,,6.89,0.99,61.84,31.98,2.85
Tue May 07 2019 12:00:00 GMT+0530,230,80.54,150,28.79,62240,84708,689,7.72,-15.62,,6.89,0.99,61.84,31.98,2.85
Tue May 07 2019 13:00:00 GMT+0530,231,80.72,151,28.9,62201,84771,694,7.7,-15.49,,6.88,0.99,61.84,32.02,2.86
Tue May 07 2019 14:00:00 GMT+0530,231,80.72,151,28.9,62201,84771,694,7.7,-15.49,,6.88,0.99,61.84,32.02,2.86
Tue May 07 2019 15:00:00 GMT+0530,231,80.89,150,29.1,62376,85029,706,7.71,-15.08,,6.86,0.99,61.96,32.04,2.88
Tue May 07 2019 16:00:00 GMT+0530,231,80.89,150,29.1,62376,85029,706,7.71,-15.08,,6.86,0.99,61.96,32.04,2.88
Tue May 07 2019 17:00:00 GMT+0530,231,81.77,151,29.09,62213,84859,706,7.7,-15.17,,6.83,0.98,61.84,32.02,2.88
Tue May 07 2019 18:00:00 GMT+0530,231,81.77,151,29.09,62213,84859,706,7.7,-15.17,,6.83,0.98,61.84,32.02,2.88
Tue May 07 2019 19:00:00 GMT+0530,232,81.26,151,29.05,61867,84567,696,7.68,-15.67,,6.85,0.98,61.74,31.99,2.87
Tue May 07 2019 20:00:00 GMT+0530,232,81.26,151,29.05,61867,84567,696,7.68,-15.67,,6.85,0.98,61.74,31.99,2.87
Tue May 07 2019 21:00:00 GMT+0530,231,81.08,147,29.05,61942,84640,695,7.7,-15.62,,6.86,0.99,61.67,32,2.88
Tue May 07 2019 22:00:00 GMT+0530,231,81.08,147,29.05,61942,84640,695,7.7,-15.62,,6.86,0.99,61.67,32,2.88
Tue May 07 2019 23:00:00 GMT+0530,230,81.32,149,29.14,62039,84713,698,7.7,-15.9,,6.86,0.99,61.73,32,2.88
Wed May 08 2019 00:00:00 GMT+0530,230,81.32,149,29.14,62039,84713,698,7.7,-15.9,,6.86,0.99,61.73,32,2.88
Wed May 08 2019 01:00:00 GMT+0530,231,80.69,149,29.09,62104,84737,696,7.7,-15.9,,6.87,0.99,61.76,31.98,2.87
Wed May 08 2019 02:00:00 GMT+0530,231,80.69,149,29.09,62104,84737,696,7.7,-15.9,,6.87,0.99,61.76,31.98,2.87
Wed May 08 2019 03:00:00 GMT+0530,231,80.9,150,29.13,62088,84766,696,7.72,-15.94,,6.86,0.98,61.79,31.99,2.86
Wed May 08 2019 04:00:00 GMT+0530,231,80.9,150,29.13,62088,84766,696,7.72,-15.94,,6.86,0.98,61.79,31.99,2.86
Wed May 08 2019 05:00:00 GMT+0530,231,81.11,149,28.77,62256,84765,687,7.72,-15.85,,6.88,0.99,61.88,32,2.84
Wed May 08 2019 06:00:00 GMT+0530,231,81.11,149,28.77,62256,84765,687,7.72,-15.85,,6.88,0.99,61.88,32,2.84
Wed May 08 2019 07:00:00 GMT+0530,230,80.69,150,28.78,62263,84800,686,7.7,-15.62,7.8,6.86,0.99,61.88,31.99,2.85
Wed May 08 2019 08:00:00 GMT+0530,230,80.69,150,28.78,62263,84800,686,7.7,-15.62,7.8,6.86,0.99,61.88,31.99,2.85
Wed May 08 2019 09:00:00 GMT+0530,230,80.1,151,28.58,62282,84873,683,7.71,-15.58,7.8,6.83,0.99,61.91,32.03,2.86
Wed May 08 2019 10:00:00 GMT+0530,230,80.1,151,28.58,62282,84873,683,7.71,-15.58,7.8,6.83,0.99,61.91,32.03,2.86
Wed May 08 2019 11:00:00 GMT+0530,230,80.22,151,28.73,62240,84757,685,7.71,-15.76,7.81,6.87,0.99,61.9,32.02,2.84
Wed May 08 2019 12:00:00 GMT+0530,230,80.22,151,28.73,62240,84757,685,7.71,-15.76,7.81,6.87,0.99,61.9,32.02,2.84
Wed May 08 2019 13:00:00 GMT+0530,230,80.51,151,28.76,62201,84805,690,7.72,-15.4,7.8,6.84,0.99,61.86,32.01,2.85
Wed May 08 2019 14:00:00 GMT+0530,230,80.51,151,28.76,62201,84805,690,7.72,-15.4,7.8,6.84,0.99,61.86,32.01,2.85
Wed May 08 2019 15:00:00 GMT+0530,230,79.83,150,28.97,62276,84868,698,7.7,-15.26,7.79,6.82,0.99,61.93,31.98,2.85
Wed May 08 2019 16:00:00 GMT+0530,230,79.83,150,28.97,62276,84868,698,7.7,-15.26,7.79,6.82,0.99,61.93,31.98,2.85
Wed May 08 2019 17:00:00 GMT+0530,231,80.65,152,28.84,62337,84825,702,7.6,-14.67,7.8,6.82,0.99,61.96,32.02,2.87
Wed May 08 2019 18:00:00 GMT+0530,231,80.65,152,28.84,62337,84825,702,7.6,-14.67,7.8,6.82,0.99,61.96,32.02,2.87
Wed May 08 2019 19:00:00 GMT+0530,231,80.5,152,28.76,62195,84834,692,7.71,-15.22,7.8,6.84,0.99,61.94,31.98,2.85
Wed May 08 2019 20:00:00 GMT+0530,231,80.5,152,28.76,62195,84834,692,7.71,-15.22,7.8,6.84,0.99,61.94,31.98,2.85
Wed May 08 2019 21:00:00 GMT+0530,231,79.97,150,28.71,62169,84766,689,7.71,-15.44,7.81,6.87,0.99,61.82,31.98,2.82
Wed May 08 2019 22:00:00 GMT+0530,231,79.97,150,28.71,62169,84766,689,7.71,-15.44,7.81,6.87,0.99,61.82,31.98,2.82
Wed May 08 2019 23:00:00 GMT+0530,230,80.12,149,28.71,62241,84786,688,7.73,-16.41,7.82,6.91,0.99,61.82,31.94,2.81
Thu May 09 2019 00:00:00 GMT+0530,230,80.12,149,28.71,62241,84786,688,7.73,-16.41,7.82,6.91,0.99,61.82,31.94,2.81
Thu May 09 2019 01:00:00 GMT+0530,231,79.98,148,28.68,62289,84752,686,7.71,-16.12,7.81,6.92,0.98,61.85,31.97,2.82
Thu May 09 2019 02:00:00 GMT+0530,231,79.98,148,28.68,62289,84752,686,7.71,-16.12,7.81,6.92,0.98,61.85,31.97,2.82
Thu May 09 2019 03:00:00 GMT+0530,231,80.34,149,28.6,62295,84854,686,7.72,-16.26,7.82,6.9,0.99,61.9,31.96,2.81
Thu May 09 2019 04:00:00 GMT+0530,231,80.34,149,28.6,62295,84854,686,7.72,-16.26,7.82,6.9,0.99,61.9,31.96,2.81
Thu May 09 2019 05:00:00 GMT+0530,230,80.18,150,28.56,62302,84791,682,7.72,-16.76,7.81,6.91,0.99,61.94,32.01,2.81
Thu May 09 2019 06:00:00 GMT+0530,230,80.18,150,28.56,62302,84791,682,7.72,-16.76,7.81,6.91,0.99,61.94,32.01,2.81
Thu May 09 2019 07:00:00 GMT+0530,230,79.54,151,28.28,62383,84795,677,7.71,-15.62,7.81,6.91,0.99,61.99,31.98,2.81
Thu May 09 2019 08:00:00 GMT+0530,230,79.54,151,28.28,62383,84795,677,7.71,-15.62,7.81,6.91,0.99,61.99,31.98,2.81
Thu May 09 2019 09:00:00 GMT+0530,230,79.96,152,28.19,62360,83404,674,7.7,-15.76,7.82,6.87,1,61.98,32.01,2.81
Thu May 09 2019 10:00:00 GMT+0530,230,79.96,152,28.19,62360,83404,674,7.7,-15.76,7.82,6.87,1,61.98,32.01,2.81
Thu May 09 2019 11:00:00 GMT+0530,230,79.69,151,28.16,62329,83229,674,7.71,-15.4,7.81,6.85,1,62.01,31.96,2.8
Thu May 09 2019 12:00:00 GMT+0530,230,79.69,151,28.16,62329,83229,674,7.71,-15.4,7.81,6.85,1,62.01,31.96,2.8
Thu May 09 2019 13:00:00 GMT+0530,230,79.58,151,28.29,62331,83243,677,7.7,-15.24,7.8,6.82,1,61.97,31.99,2.81
Thu May 09 2019 14:00:00 GMT+0530,230,79.58,151,28.29,62331,83243,677,7.7,-15.24,7.8,6.82,1,61.97,31.99,2.81
Thu May 09 2019 15:00:00 GMT+0530,230,79.85,150,28.49,62344,83331,679,7.71,-14.4,7.79,6.8,1,62,31.95,2.82
Thu May 09 2019 16:00:00 GMT+0530,230,79.85,150,28.49,62344,83331,679,7.71,-14.4,7.79,6.8,1,62,31.95,2.82
Thu May 09 2019 17:00:00 GMT+0530,230,80.09,148,28.38,62367,83316,677,7.69,-14.44,7.8,6.81,0.99,62.04,32.01,2.83
Thu May 09 2019 18:00:00 GMT+0530,230,80.09,148,28.38,62367,83316,677,7.69,-14.44,7.8,6.81,0.99,62.04,32.01,2.83
Thu May 09 2019 19:00:00 GMT+0530,230,78.44,148,28.19,62250,83165,680,7.71,-15.12,7.8,6.81,0.99,61.96,31.93,2.78
Thu May 09 2019 20:00:00 GMT+0530,230,78.44,148,28.19,62250,83165,680,7.71,-15.12,7.8,6.81,0.99,61.96,31.93,2.78
Thu May 09 2019 21:00:00 GMT+0530,229,80.15,151,28.02,62097,82984,664,7.7,-15.49,7.8,6.81,0.99,61.91,31.93,2.78
Thu May 09 2019 22:00:00 GMT+0530,229,80.15,151,28.02,62097,82984,664,7.7,-15.49,7.8,6.81,0.99,61.91,31.93,2.78
Thu May 09 2019 23:00:00 GMT+0530,230,80.18,150,28.1,62094,83014,665,7.71,-15.17,7.8,6.8,1,61.88,31.97,2.78
Fri May 10 2019 00:00:00 GMT+0530,230,80.18,150,28.1,62094,83014,665,7.71,-15.17,7.8,6.8,1,61.88,31.97,2.78
Fri May 10 2019 01:00:00 GMT+0530,230,79.9,150,28.11,62165,83087,665,7.69,-15.03,7.8,6.78,1,61.9,31.97,2.79
Fri May 10 2019 02:00:00 GMT+0530,230,79.9,150,28.11,62165,83087,665,7.69,-15.03,7.8,6.78,1,61.9,31.97,2.79
Fri May 10 2019 03:00:00 GMT+0530,230,79.86,151,28.03,62250,83185,666,7.69,-14.85,7.8,6.77,1,61.96,31.93,2.78
Fri May 10 2019 04:00:00 GMT+0530,230,79.86,151,28.03,62250,83185,666,7.69,-14.85,7.8,6.77,1,61.96,31.93,2.78
Fri May 10 2019 05:00:00 GMT+0530,230,79.84,150,27.99,62289,83185,664,7.68,-15.44,7.8,6.79,1,62,31.96,2.79
Fri May 10 2019 06:00:00 GMT+0530,230,79.84,150,27.99,62289,83185,664,7.68,-15.44,7.8,6.79,1,62,31.96,2.79
Fri May 10 2019 07:00:00 GMT+0530,230,79.42,151,27.89,62305,82277,659,7.69,-15.05,7.79,6.76,1,62.01,31.95,2.8
Fri May 10 2019 08:00:00 GMT+0530,230,79.42,151,27.89,62305,82277,659,7.69,-15.05,7.79,6.76,1,62.01,31.95,2.8
Fri May 10 2019 09:00:00 GMT+0530,230,79.85,150,27.82,62295,83292,656,7.7,-16.4,7.79,6.76,1,62.04,31.94,2.79
Fri May 10 2019 10:00:00 GMT+0530,230,79.85,150,27.82,62295,83292,656,7.7,-16.4,7.79,6.76,1,62.04,31.94,2.79
Fri May 10 2019 11:00:00 GMT+0530,230,79.51,153,27.95,62295,84742,656,7.7,-15.49,7.79,6.74,1,62.01,31.89,2.75
Fri May 10 2019 12:00:00 GMT+0530,230,79.51,153,27.95,62295,84742,656,7.7,-15.49,7.79,6.74,1,62.01,31.89,2.75
Fri May 10 2019 13:00:00 GMT+0530,230,79.49,151,28.11,62321,84825,666,7.68,-15.01,7.79,6.73,1,62.01,31.96,2.78
Fri May 10 2019 14:00:00 GMT+0530,230,79.49,151,28.11,62321,84825,666,7.68,-15.01,7.79,6.73,1,62.01,31.96,2.78
Fri May 10 2019 15:00:00 GMT+0530,230,79.84,150,28.2,62279,84732,675,7.69,-14.77,7.78,6.73,1,61.97,31.96,2.78
Fri May 10 2019 16:00:00 GMT+0530,230,79.84,150,28.2,62279,84732,675,7.69,-14.77,7.78,6.73,1,61.97,31.96,2.78
Fri May 10 2019 17:00:00 GMT+0530,230,79.14,151,28.21,62555,84990,677,7.69,-14.08,7.78,6.71,1,62.12,31.96,2.8
Fri May 10 2019 18:00:00 GMT+0530,230,79.14,151,28.21,62555,84990,677,7.69,-14.08,7.78,6.71,1,62.12,31.96,2.8
Fri May 10 2019 19:00:00 GMT+0530,230,79.02,152,27.9,62834,85102,668,7.69,-14.4,7.78,6.73,1,62.13,31.98,2.82
Fri May 10 2019 20:00:00 GMT+0530,230,79.02,152,27.9,62834,85102,668,7.69,-14.4,7.78,6.73,1,62.13,31.98,2.82
Fri May 10 2019 21:00:00 GMT+0530,230,78.85,150,27.85,62623,84903,657,7.7,-14.72,7.79,6.73,1,62.23,31.95,2.8
Fri May 10 2019 22:00:00 GMT+0530,230,78.85,150,27.85,62623,84903,657,7.7,-14.72,7.79,6.73,1,62.23,31.95,2.8
Fri May 10 2019 23:00:00 GMT+0530,229,79.48,151,27.83,62496,84722,655,7.7,-15.35,7.79,6.75,1,62.13,31.99,2.8
Sat May 11 2019 00:00:00 GMT+0530,229,79.48,151,27.83,62496,84722,655,7.7,-15.35,7.79,6.75,1,62.13,31.99,2.8
Sat May 11 2019 01:00:00 GMT+0530,229,79.2,150,27.95,62500,84645,657,7.68,-15.49,7.78,6.74,1.01,62.13,31.98,2.79
Sat May 11 2019 02:00:00 GMT+0530,229,79.2,150,27.95,62500,84645,657,7.68,-15.49,7.78,6.74,1.01,62.13,31.98,2.79
Sat May 11 2019 03:00:00 GMT+0530,230,79.16,151,27.85,62568,84669,659,7.65,-14.58,7.78,6.73,1,62.15,31.97,2.79
Sat May 11 2019 04:00:00 GMT+0530,230,79.16,151,27.85,62568,84669,659,7.65,-14.58,7.78,6.73,1,62.15,31.97,2.79
Sat May 11 2019 05:00:00 GMT+0530,230,78.96,149,27.91,62545,84698,660,7.69,-14.58,7.78,6.71,1,62.13,32,2.78
Sat May 11 2019 06:00:00 GMT+0530,230,78.96,149,27.91,62545,84698,660,7.69,-14.58,7.78,6.71,1,62.13,32,2.78
Sat May 11 2019 07:00:00 GMT+0530,229,78.95,150,27.85,62600,84640,657,7.66,-14.81,7.78,6.71,1,62.2,31.96,2.79
Sat May 11 2019 08:00:00 GMT+0530,229,78.95,150,27.85,62600,84640,657,7.66,-14.81,7.78,6.71,1,62.2,31.96,2.79
Sat May 11 2019 09:00:00 GMT+0530,230,78.82,152,27.88,62603,84596,657,7.67,-15.08,7.79,6.73,1,62.18,31.98,2.78
Sat May 11 2019 10:00:00 GMT+0530,230,78.82,152,27.88,62603,84596,657,7.67,-15.08,7.79,6.73,1,62.18,31.98,2.78
Sat May 11 2019 11:00:00 GMT+0530,230,78.99,150,27.9,62594,84581,662,7.68,-15.03,7.79,6.71,1,62.16,31.96,2.79
Sat May 11 2019 12:00:00 GMT+0530,230,78.99,150,27.9,62594,84581,662,7.68,-15.03,7.79,6.71,1,62.16,31.96,2.79
Sat May 11 2019 13:00:00 GMT+0530,229,79.11,151,28.1,62542,84581,668,7.67,-15.17,7.79,6.72,1,62.15,31.99,2.79
Sat May 11 2019 14:00:00 GMT+0530,229,79.11,151,28.1,62542,84581,668,7.67,-15.17,7.79,6.72,1,62.15,31.99,2.79
Sat May 11 2019 15:00:00 GMT+0530,230,79.3,151,28.36,62545,84557,679,7.7,-15.4,7.79,6.77,1,62.09,31.93,2.77
Sat May 11 2019 16:00:00 GMT+0530,230,79.3,151,28.36,62545,84557,679,7.7,-15.4,7.79,6.77,1,62.09,31.93,2.77
Sat May 11 2019 17:00:00 GMT+0530,229,78.97,149,28.4,62530,84606,686,7.72,-16.49,7.8,6.81,1,62.14,31.98,2.79
Sat May 11 2019 18:00:00 GMT+0530,229,78.97,149,28.4,62530,84606,686,7.72,-16.49,7.8,6.81,1,62.14,31.98,2.79
Sat May 11 2019 19:00:00 GMT+0530,229,78.28,150,28.21,62782,84713,682,7.72,-16.62,7.81,6.81,1,62.27,31.95,2.81
