datetime,feed_flow,product_flow,reject_flow,temperature,feed_cond,reject_cond,product_cond,feed_ph,orp,reject_ph,product_ph,pressure_drop,feed_pressure,hpp_pressure,cf_pressure
Mon Jun 17 2019 21:55:35 GMT+0530,230.58461,6.620036125,148.5717316,28.4842968,62749.80469,61510.50781,234.6872559,7.719893456,-16.80508614,6.502725124,7.484622002,0.796132922,61.16597366,32.16357422,3.030430794
Mon Jun 17 2019 22:55:35 GMT+0530,229.0643616,71.94290161,148.128891,28.49403,62769.26953,87525.95313,890.2803345,7.711263657,-16.89592552,6.178951263,6.618024826,0.793407738,61.02744675,31.82747269,2.755969286
Mon Jun 17 2019 23:55:35 GMT+0530,229.332016,71.50713348,148.0761719,28.44536591,62756.29297,87516.21875,874.3187256,7.712626457,-16.75966644,6.285361767,6.602128029,0.795938253,61.03652954,31.81384659,2.76051116
Tue Jun 18 2019 00:55:35 GMT+0530,229.1392975,72.45626831,145.9147034,28.44536591,62749.80469,87477.28906,862.6395264,7.723526955,-16.80508614,6.021282196,6.599856853,0.795354307,61.02971649,31.80022049,2.763431072
Tue Jun 18 2019 01:55:35 GMT+0530,229.2784729,71.66831207,147.8231201,28.50700569,62749.80469,87462.6875,854.5289307,7.71943903,-16.89592552,5.849338055,6.595769405,0.800415277,61.01609039,31.85472298,2.78646493
Tue Jun 18 2019 02:55:35 GMT+0530,229.6638947,71.62652588,147.7176819,28.39345932,62762.78125,87423.75781,849.0137329,7.722164154,-16.75966644,5.649169445,6.590319157,0.799831331,61.04334259,31.84109688,2.792304754
Tue Jun 18 2019 03:55:35 GMT+0530,229.2784729,71.70412445,147.6649628,28.46483231,62733.58203,87423.75781,843.3688354,7.696275234,-16.75966644,5.863936901,6.59168148,0.7982741,61.03198624,31.81384659,2.796197653
Tue Jun 18 2019 04:55:35 GMT+0530,230.2420197,70.95198822,150.0162201,28.43887711,62697.89844,87399.42969,837.5941162,7.730340004,-16.80508614,5.931741238,6.589410782,0.802556455,61.08422089,31.84790993,2.802686214
Tue Jun 18 2019 05:55:35 GMT+0530,229.6424866,71.12509918,147.1904907,28.38697052,62678.43359,87355.63281,835.3231201,7.723072529,-16.85050583,5.886646748,6.603490829,0.798663378,61.00473785,31.81611633,2.776732445
Tue Jun 18 2019 06:55:35 GMT+0530,229.3105927,71.40565491,148.0550842,28.42590141,62688.16406,87331.29688,831.2354126,7.693096161,-16.94134331,5.853230953,6.607124329,0.801972508,60.9888382,31.85699463,2.781274319
Tue Jun 18 2019 07:55:35 GMT+0530,229.2249451,71.02362061,147.0745239,28.41616821,62678.43359,87272.89844,826.3690796,7.706721783,-17.03218269,5.967427731,6.600311279,0.802167177,60.98429871,31.85245323,2.775434732
Sat Jun 22 2019 05:31:20 GMT+0530,0.331884235,-4.441214561,-0.073806122,29.9798851,62532.44141,92265.76563,1232.156738,7.707176208,-16.80508614,4.962367058,7.664482117,0.05080457,-0.029522451,-0.152154163,0.090513885
Sat Jun 22 2019 06:31:20 GMT+0530,0.085647546,-4.112898827,-0.221418366,30.09343338,62594.08203,92348.49219,1231.183472,7.699454784,-16.80508614,4.97112608,7.661756992,0.057422787,-0.040877238,-0.149883211,0.095055796
Sat Jun 22 2019 07:31:20 GMT+0530,0.149883211,-4.506877899,-0.200330913,30.00583839,62571.37109,92294.96094,1227.095825,7.711263657,-16.80508614,4.979561329,7.658123493,0.05469764,-0.043148197,-0.188489482,0.088567346
Sat Jun 22 2019 08:31:20 GMT+0530,0.792239785,-4.530755043,-0.063262388,30.11614227,62454.58203,92212.23438,1227.225586,6.631196499,-11.12769222,4.97404623,7.715351582,0.050415263,-0.052232027,-0.161238,0.090838306
Sat Jun 22 2019 17:44:30 GMT+0530,0.267648578,-5.306773663,-0.11598105,31.06021118,42752.40234,91759.66406,209.6418457,7.654489994,-16.89592552,5.04833889,7.843887806,0.11854399,0.015896704,-0.009083831,0.254022837
Sat Jun 22 2019 18:44:30 GMT+0530,0.417531788,-5.354528904,-0.042174928,30.32052803,57828.31641,91788.85938,1280.69043,7.669932365,-16.89592552,5.034713268,7.532312393,0.082338437,-0.029522451,-0.061315857,0.180054501
Sat Jun 22 2019 19:44:30 GMT+0530,229.7495422,82.68777466,146.1255798,30.41785431,58850.24609,92071.10938,944.1344604,7.729885578,-17.12302017,5.038281918,6.688424587,0.746885538,60.97067261,31.9659996,2.400726557
Sat Jun 22 2019 21:57:47 GMT+0530,229.5675354,82.54450989,144.4280396,30.37892532,60157.66797,92012.71094,877.9522705,7.750324249,-17.16843987,5.018167496,6.712950706,0.75506103,60.86620712,31.88424683,2.366986752
Sat Jun 22 2019 22:57:47 GMT+0530,228.8395386,80.96859741,143.8586731,30.35945892,60530.75391,92046.78125,871.0095825,7.760770798,-17.07760239,5.008434772,6.742473125,0.757007539,60.85712433,31.82292938,2.351414442
Sat Jun 22 2019 23:57:47 GMT+0530,229.2784729,80.77757263,142.6356049,30.4567852,60757.85156,92080.84375,864.4562988,7.764858246,-16.94134331,5.006164074,6.767908096,0.760511279,60.85712433,31.82974243,2.334868908
Sun Jun 23 2019 00:57:48 GMT+0530,229.1714172,81.85206604,143.8164978,30.52815819,61010.89844,92066.24219,865.0402222,7.771671295,-16.94134331,5.004217625,6.802880764,0.754282415,60.85712433,31.86834908,2.338437557
Sun Jun 23 2019 01:57:47 GMT+0530,229.4925995,81.36854553,143.6478119,30.41461182,61205.55469,92075.97656,863.0288086,7.778029919,-17.07760239,5.004217625,6.837853432,0.751557231,60.80943298,31.80476189,2.327082872
Sun Jun 23 2019 02:57:47 GMT+0530,228.6789398,81.24318695,144.0379181,30.54113579,61358.03125,92105.17188,862.055542,7.788476467,-16.80508614,5.004541874,6.866467476,0.755839586,60.83214188,31.76615524,2.306319714
Sun Jun 23 2019 03:57:47 GMT+0530,229.2142487,80.65222168,146.3153687,30.41785431,61520.24219,92095.44531,859.1357422,7.79347229,-16.80508614,4.993511677,6.882818222,0.753698409,60.85258102,31.80703354,2.305995226
Sun Jun 23 2019 04:57:47 GMT+0530,228.7645874,81.97145081,144.280426,30.44705391,61653.25781,92080.84375,856.8648071,7.79347229,-16.85050583,4.986698627,6.885997772,0.76206851,60.86620712,31.82065964,2.30177784
Sun Jun 23 2019 05:57:47 GMT+0530,228.8288269,82.025177,144.5861969,30.43083191,61750.58203,92017.57813,854.6586914,7.784842968,-17.03218269,4.983454227,6.856475353,0.756423593,60.81624603,31.7684269,2.305346489
Sun Jun 23 2019 06:57:47 GMT+0530,228.8395386,81.07007599,145.4086151,30.40812302,61825.19922,92056.50781,853.880127,7.782571793,-16.94134331,4.9951334,6.856475353,0.761873901,60.81624603,31.80249214,2.306319714
Sun Jun 23 2019 07:57:47 GMT+0530,228.7967072,81.82818604,143.9113922,30.4762516,61864.13281,92071.10938,851.5442505,7.785751343,-16.80508614,5.007786274,6.850570679,0.760900617,60.84804153,31.80022049,2.3121593
Sun Jun 23 2019 08:57:47 GMT+0530,231.6551971,82.81313324,142.0029755,30.57682228,62100.96094,92002.98438,842.4604492,7.764404297,-17.07760239,5.000648975,6.84693718,0.767908156,61.44757462,32.29983139,2.828964472
Sun Jun 23 2019 10:03:23 GMT+0530,231.0021362,83.16532135,144.4385834,30.54762459,62107.44922,91983.51563,841.2276001,7.782117844,-16.80508614,5.028224468,6.816960812,0.773553073,61.31131744,32.15676117,2.713145494
Sun Jun 23 2019 11:03:23 GMT+0530,231.3126068,82.85491943,143.7954102,30.63521767,62172.33203,91939.71875,845.380249,7.767129421,-17.16843987,5.018816471,6.857837677,0.773553073,61.27952194,32.19309616,2.714443207
Sun Jun 23 2019 12:03:23 GMT+0530,231.4946136,83.24889374,141.4652557,30.63197327,62120.42578,91993.25,852.1931152,7.764404297,-16.85050583,4.97923708,6.833311558,0.769076049,61.28179169,32.17038727,2.699844122
Sun Jun 23 2019 13:03:23 GMT+0530,231.5160217,82.55047607,142.9097443,30.73578835,62117.17969,91939.71875,858.6815796,7.744419575,-16.986763,4.951336384,6.816506386,0.770049334,61.27043915,32.19082642,2.704710484
Sun Jun 23 2019 14:03:23 GMT+0530,230.9164886,83.20710754,144.7443542,30.79094124,62120.42578,91973.78125,864.5211792,7.751686573,-16.986763,4.921165466,6.815598011,0.771606565,61.25681305,32.18173981,2.698546648
Sun Jun 23 2019 15:03:23 GMT+0530,230.9378967,83.67272186,142.1611328,30.81689453,62126.91406,91968.91406,869.9714355,7.749415874,-17.07760239,4.892291546,6.795613766,0.768297434,61.21139526,32.15449142,2.692058086
Sun Jun 23 2019 16:03:23 GMT+0530,230.9700165,83.14741516,142.2138519,30.91422081,62162.60156,91920.25781,873.7347412,7.733973503,-17.30469704,4.873799324,6.806968212,0.773553073,61.19549561,32.16584396,2.683947563
Sun Jun 23 2019 17:03:23 GMT+0530,231.2911987,82.56241608,144.7654419,30.9855938,62182.06641,91939.71875,872.5668335,7.739877701,-17.21385956,4.867311001,6.803789139,0.777835488,61.24318695,32.12269592,2.682649851
Sun Jun 23 2019 18:03:23 GMT+0530,231.8586121,83.01609039,141.212204,30.9791069,62217.75391,91983.51563,875.1622314,7.754411697,-17.25927734,4.863418102,6.817414761,0.771217227,61.22501755,32.10906982,2.669997454
Sun Jun 23 2019 19:03:23 GMT+0530,231.9228516,82.90267181,145.4191589,31.0050602,62250.19531,92022.44531,873.0210571,7.751686573,-17.07760239,4.859200478,6.808784962,0.765961587,61.22501755,32.10906982,2.662535667
Sun Jun 23 2019 20:03:23 GMT+0530,231.6337891,83.12950897,141.9608002,30.94017601,62321.56641,92002.98438,868.8035278,7.759407997,-17.21385956,4.863093853,6.814689636,0.776862204,61.2182045,32.13859177,2.656047106
Sun Jun 23 2019 21:03:23 GMT+0530,230.5310822,82.50868988,141.6761322,30.93368721,62318.32422,91973.78125,868.479126,7.754866123,-17.21385956,4.862769127,6.797884464,0.773358405,61.13190842,32.12723923,2.66221118
Sun Jun 23 2019 22:03:23 GMT+0530,230.7344818,82.80119324,145.4824066,30.9823513,62321.56641,92022.44531,864.0669556,7.757137299,-16.94134331,4.86925745,6.777445793,0.778030097,61.12963867,32.14994812,2.660589218
Sun Jun 23 2019 23:03:23 GMT+0530,230.6167297,83.08175659,145.756546,30.92719841,62324.8125,91973.78125,861.2769165,7.756228924,-17.12302017,4.866337776,6.783804417,0.77063328,61.07513428,32.07500458,2.629769087
Mon Jun 24 2019 00:03:23 GMT+0530,230.8308411,82.16844177,143.8481293,30.85906982,62315.07813,92002.98438,855.5670776,7.755774498,-16.80508614,4.864715576,6.781987667,0.769465387,61.08649063,32.07727814,2.628471375
Mon Jun 24 2019 01:03:23 GMT+0530,230.2955475,82.83700562,144.0590057,30.83636093,62328.05469,91910.52344,848.4946899,7.764858246,-17.16843987,4.883856773,6.801972389,0.774526358,61.04788589,32.10453033,2.630742311
Mon Jun 24 2019 02:03:23 GMT+0530,230.8522491,83.25486755,142.1927643,30.70659065,62305.34766,92027.3125,843.822998,7.76758337,-16.80508614,4.890669346,6.779262543,0.778224766,61.08876038,32.12042618,2.628795624
Mon Jun 24 2019 03:03:23 GMT+0530,230.8308411,82.46691132,145.8092651,30.67739296,62354.00781,91944.58594,841.2924805,7.746236324,-17.03218269,4.880612373,6.790617466,0.777251482,61.07513428,32.08863068,2.622307301
Mon Jun 24 2019 04:03:23 GMT+0530,231.2055511,82.57435608,141.5179749,30.67739296,62344.27734,91910.52344,837.3994141,7.763949871,-17.12302017,4.887100697,6.776537418,0.773553073,61.05242538,32.07500458,2.604139566
Mon Jun 24 2019 05:03:23 GMT+0530,231.3768463,82.81909943,143.7005157,30.55086899,62347.51953,91900.78906,834.3498535,7.725797653,-16.89592552,4.876719475,6.744744301,0.778419435,61.08194733,32.06819534,2.602841854
Mon Jun 24 2019 06:03:23 GMT+0530,230.3383636,81.97741699,146.1044922,30.53789139,62379.96484,91915.39063,831.6246948,7.750778198,-16.94134331,4.869906425,6.745652676,0.776667535,61.08876038,32.02277374,2.595380068
Mon Jun 24 2019 07:03:23 GMT+0530,230.8201294,82.35349274,141.8026581,30.56384468,62386.45313,91876.46094,825.6553345,7.743965626,-17.07760239,4.89683342,6.732026577,0.776472867,61.10466003,32.07273483,2.596353531
Mon Jun 24 2019 19:17:31 GMT+0530,233.0683899,84.73526764,142.6461487,30.70334625,62240.46094,92066.24219,946.5351563,7.735790253,-17.21385956,4.859525204,6.757007122,0.764988303,61.64968872,32.55644989,2.605437279
Mon Jun 24 2019 20:17:31 GMT+0530,232.4688568,84.63976288,142.2454834,30.58979988,62366.98828,92144.10938,925.2530518,7.739877701,-16.94134331,4.893264771,6.703866959,0.765961587,61.65423203,32.52238464,2.594082594
Mon Jun 24 2019 21:39:56 GMT+0530,233.1004944,84.65766907,144.343689,30.63521767,62441.60547,92095.44531,903.9709473,7.701271534,-17.07760239,4.888073921,6.697053909,0.765766919,61.66331482,32.47015381,2.585971832
Mon Jun 24 2019 22:39:56 GMT+0530,232.1262665,84.26368713,143.7954102,30.66765976,62418.89453,92110.03906,893.9138184,7.730793953,-17.07760239,4.883207798,6.692966461,0.770049334,61.60881042,32.44517136,2.581429958
Mon Jun 24 2019 23:39:56 GMT+0530,232.9077911,84.11445618,142.329834,30.59304428,62438.35938,92051.64844,881.3911133,7.709901333,-17.03218269,4.885154247,6.687970161,0.775694251,61.64287567,32.49513245,2.59667778
Tue Jun 25 2019 00:39:56 GMT+0530,231.9977875,84.05476379,140.4108734,30.55086899,62454.58203,92037.04688,872.5668335,7.729885578,-17.16843987,4.906566143,6.680248737,0.773942411,61.60881042,32.4746933,2.591811419
Tue Jun 25 2019 01:39:56 GMT+0530,232.4795532,84.25174713,145.1661072,30.65468407,62474.04688,92153.83594,869.5172729,7.72261858,-16.75966644,4.900726795,6.659810543,0.767518818,61.63606262,32.47015381,2.581429958
Tue Jun 25 2019 02:39:56 GMT+0530,232.7579041,83.56526947,142.8570251,30.59304428,62480.53516,92100.3125,865.883728,7.732610703,-16.94134331,4.907215118,6.685699463,0.774915636,61.63151932,32.45425797,2.580456734
Tue Jun 25 2019 03:39:56 GMT+0530,232.5759125,84.04282379,143.1944275,30.60926437,62496.75391,92139.24219,863.7425537,7.738515377,-16.85050583,4.913703442,6.677069664,0.780949891,61.62243652,32.42700577,2.580132246
Tue Jun 25 2019 04:39:56 GMT+0530,232.2119141,83.72644806,145.7460022,30.67739296,62529.19922,92037.04688,860.6281128,7.715805531,-17.12302017,4.930897713,6.714313507,0.778030097,61.61335373,32.48377991,2.564235687
Tue Jun 25 2019 05:39:56 GMT+0530,232.2761383,84.09057617,144.164444,30.57357788,62551.90625,92071.10938,857.8380737,7.743965626,-16.94134331,4.936737537,6.712042332,0.777251482,61.60881042,32.46334076,2.563586712
Tue Jun 25 2019 06:39:56 GMT+0530,232.511673,83.83389282,144.9446869,30.58655548,62577.85938,92056.50781,856.5403442,7.740332127,-17.12302017,4.906566143,6.743835926,0.773163795,61.59745789,32.42246246,2.556773901
Tue Jun 25 2019 07:39:56 GMT+0530,232.1690826,83.23098755,140.5163116,30.64819527,62571.37109,92066.24219,853.4907837,7.739877701,-16.89592552,4.897482395,6.718400955,0.775694251,61.59745789,32.40202332,2.54996109
Tue Jun 25 2019 18:57:08 GMT+0530,53.81877518,-2.387749672,0.716973782,30.88177872,16331.42969,92007.85156,221.7103577,7.716259956,-14.98832035,4.920191765,7.607254028,0.09518557,1.153646469,1.376200318,2.259927273
Tue Jun 25 2019 19:57:08 GMT+0530,229.653183,81.52375031,141.0856781,30.64495087,56069.94531,92090.57813,955.1647949,7.754866123,-16.94134331,4.930573463,6.740656376,0.760511279,60.9525032,31.90695572,2.568128586
Tue Jun 25 2019 20:57:08 GMT+0530,230.0493011,81.33869934,142.8886566,30.73254585,58915.12891,92017.57813,948.0924072,7.755774498,-17.16843987,4.922787189,6.776991844,0.752725184,60.92752457,31.86607742,2.565208912
Tue Jun 25 2019 21:57:08 GMT+0530,232.4260254,84.31144714,143.3736725,30.87529182,60306.90234,92037.04688,926.9400635,7.753049374,-17.12302017,4.929924488,6.752011299,0.766934872,61.58837128,32.44517136,2.516870022
Tue Jun 25 2019 22:57:08 GMT+0530,232.3617859,83.79808044,142.0662384,30.69685936,61387.23047,92080.84375,919.8027344,7.737607002,-16.986763,4.938035011,6.66934824,0.77063328,61.57928848,32.44063187,2.513625622
Tue Jun 25 2019 23:57:08 GMT+0530,231.8907318,83.88761902,143.7637787,30.70010185,62062.02734,92012.71094,912.3410645,7.708992958,-17.16843987,4.930249214,6.665260792,0.782312512,61.59972763,32.37704468,2.47437048
Wed Jun 26 2019 00:57:08 GMT+0530,231.9549713,82.75940704,143.6794281,30.81689453,62428.625,92022.44531,908.447998,7.71943903,-16.986763,4.930573463,6.657539368,0.773163795,61.57701874,32.40429688,2.484427691
Wed Jun 26 2019 01:57:08 GMT+0530,231.5374298,83.24889374,144.1855316,30.69037056,62620.03516,92095.44531,904.0358276,7.72080183,-16.80508614,4.953931808,6.643913746,0.773358405,61.55430984,32.39294052,2.488320827
Wed Jun 26 2019 02:57:08 GMT+0530,231.483902,82.95639801,143.7216034,30.68063736,62730.33984,92066.24219,899.2992554,7.727614403,-16.89592552,4.943550587,6.64164257,0.770438612,61.54295349,32.38158417,2.471450806
Wed Jun 26 2019 03:57:08 GMT+0530,231.0021362,83.39215851,144.3331451,30.74552155,62791.98047,92012.71094,894.9519653,7.732610703,-17.12302017,4.936413288,6.662081242,0.779003382,61.4929924,32.36795807,2.47080183
Wed Jun 26 2019 04:57:08 GMT+0530,231.0877838,82.0669632,143.985199,30.66765976,62830.91016,92027.3125,890.9291382,7.707630157,-17.03218269,5.038606167,6.660264492,0.770438612,61.5111618,32.34979248,2.449389935
Wed Jun 26 2019 05:57:08 GMT+0530,230.9700165,82.19828796,144.3015137,30.71632385,62837.39844,92037.04688,888.2039795,7.716259956,-16.94134331,4.978263378,6.666623116,0.777835488,61.54068375,32.38612747,2.449389935
Wed Jun 26 2019 06:57:08 GMT+0530,231.6980286,82.9623642,146.2415619,30.60277557,62837.39844,92041.91406,884.1811523,7.734881878,-16.85050583,4.945821285,6.64527607,0.771217227,61.52705765,32.31345749,2.43803525
Wed Jun 26 2019 07:57:08 GMT+0530,231.259079,82.59823608,142.8570251,30.61575317,62879.57422,92037.04688,882.4292603,7.726252079,-16.80508614,4.954256535,6.647092819,0.772969127,61.57474518,32.34297943,2.455878496
Wed Jun 26 2019 20:06:09 GMT+0530,0.546003103,-0.077601865,0.168699712,34.79755783,84.34985352,92027.3125,216.908905,7.757137299,-15.30625439,4.9951334,7.745782375,0.092655078,0.027251493,0.040877238,0.216714248
Wed Jun 26 2019 21:06:09 GMT+0530,230.680954,82.78925323,143.3104095,30.75849915,56443.03125,92017.57813,962.2372437,7.69491291,-17.07760239,5.084025383,6.634829998,0.75525564,61.42032242,32.24760056,2.518816471
Wed Jun 26 2019 22:57:45 GMT+0530,230.5738983,82.89073181,143.3314972,30.80716133,59985.72656,92056.50781,939.1383667,7.715805531,-16.89592552,5.066831112,6.709317207,0.759343386,61.44757462,32.21580505,2.521411896
Thu Jun 27 2019 00:12:11 GMT+0530,230.1349487,81.71476746,144.7759857,30.73903275,61059.5625,92056.50781,931.3521729,7.715805531,-17.12302017,5.079158783,6.719763756,0.760900617,61.46347046,32.19763947,2.511354685
Thu Jun 27 2019 01:12:11 GMT+0530,230.0493011,81.67298126,141.0856781,30.84933662,61549.44141,92027.3125,926.4858398,7.706721783,-16.94134331,5.084674358,6.692512035,0.764599025,61.47709656,32.21126556,2.523358345
Thu Jun 27 2019 02:12:11 GMT+0530,230.3918915,82.00726318,146.0728607,30.72605705,61873.86328,92134.375,921.1004639,7.726252079,-16.80508614,5.080456734,6.66934824,0.761873901,61.48390961,32.17947006,2.526602507
Thu Jun 27 2019 03:12:11 GMT+0530,230.231308,81.87593842,144.1539001,30.74552155,62097.71484,92032.17969,916.4936523,7.72080183,-17.03218269,5.094731331,6.683882713,0.768102765,61.4929924,32.2226181,2.531793356
Thu Jun 27 2019 05:29:12 GMT+0530,229.9636536,81.99533081,145.8830719,30.62548637,62415.64844,92032.17969,907.6693726,7.721710205,-17.07760239,5.121334076,6.690241337,0.762847126,61.48617935,32.19763947,2.521736383
Thu Jun 27 2019 06:29:12 GMT+0530,229.9422455,81.88191223,142.329834,30.59953117,62545.41797,92022.44531,903.9060669,7.718076706,-16.89592552,5.115818977,6.688878536,0.763431132,61.51343155,32.13632202,2.513950109
Thu Jun 27 2019 18:25:55 GMT+0530,2.205424309,-0.077601865,0.168699712,30.82987213,1914.092896,92061.375,213.4700317,5.137360573,-0.590448976,5.297819614,7.486438751,0.033480406,0.606345713,0.669932544,1.011549473
Thu Jun 27 2019 19:25:55 GMT+0530,230.3918915,81.66701508,146.652771,30.70983505,56550.08984,92017.57813,962.7562866,7.692187786,-17.07760239,5.295548916,6.647092819,0.756228924,61.5202446,32.15903091,2.296262503
Thu Jun 27 2019 20:25:55 GMT+0530,230.809433,81.77445984,146.7265778,30.66117287,59158.44922,92051.64844,945.6916504,7.713534832,-16.89592552,5.292629242,6.652089119,0.763236463,61.70419312,32.30891418,2.473397255
Thu Jun 27 2019 21:25:55 GMT+0530,230.58461,83.39215851,142.9519196,30.68712616,60089.53906,92066.24219,935.1154785,7.703542709,-16.89592552,5.304956913,6.663897991,0.765766919,61.7768631,32.32254028,2.478263617
Thu Jun 27 2019 22:36:14 GMT+0530,231.034256,83.18323517,147.0323486,30.66765976,60962.23828,92080.84375,929.2109985,7.699454784,-16.94134331,5.322151661,6.673436165,0.771606565,61.7496109,32.29983139,2.478588104
Thu Jun 27 2019 23:36:14 GMT+0530,230.3811951,81.65507507,145.5245819,30.69361496,61474.82422,92002.98438,925.3828125,7.722164154,-17.16843987,5.321178436,6.687061787,0.765961587,61.70419312,32.32935333,2.485076427
Fri Jun 28 2019 00:36:14 GMT+0530,230.0493011,81.69088745,145.3769836,30.55086899,61808.98047,91988.38281,919.8027344,7.724889278,-17.12302017,5.366272926,6.689786911,0.768881381,61.69738007,32.26803589,2.479236841
Fri Jun 28 2019 01:36:14 GMT+0530,230.4454346,81.72073364,145.1977386,30.60277557,62055.53906,92075.97656,915.7150269,7.724435329,-16.80508614,5.380871773,6.672981739,0.768102765,61.7178154,32.30664444,2.469504356
Fri Jun 28 2019 02:36:14 GMT+0530,230.5953064,82.26992035,146.652771,30.42758751,62250.19531,91993.25,910.524292,7.719893456,-17.12302017,5.402932644,6.678886414,0.764793694,61.69283676,32.27484894,2.464637995
Fri Jun 28 2019 03:36:14 GMT+0530,230.0814209,81.06410217,145.3769836,30.4567852,62451.33594,92027.3125,906.1121216,7.732156754,-17.03218269,5.393524647,6.679340363,0.768297434,61.71100235,32.26803589,2.453932047
Fri Jun 28 2019 04:36:14 GMT+0530,230.3062439,81.65507507,145.3980713,30.4730072,62590.83984,92071.10938,902.8030396,7.699908733,-16.80508614,5.364002228,6.650726318,0.770438612,61.70646286,32.25214005,2.430897951
Fri Jun 28 2019 05:36:14 GMT+0530,230.0386047,81.36257172,146.6422272,30.32377243,62723.85156,92022.44531,897.9367065,7.723526955,-17.03218269,5.356540203,6.661627293,0.768492103,61.69510651,32.24078751,2.423436165
Fri Jun 28 2019 06:36:14 GMT+0530,229.6960144,80.96859741,145.819809,30.23293495,62824.42188,92041.91406,890.9291382,7.721255779,-16.80508614,5.362704277,6.641188622,0.771606565,61.70419312,32.2226181,2.413379192
Fri Jun 28 2019 07:57:10 GMT+0530,229.1286011,80.68206787,146.0412292,30.23617935,62905.52734,91993.25,883.2727661,7.718076706,-17.03218269,5.373734474,6.639825821,0.765961587,61.72462845,32.21580505,2.424409628
Fri Jun 28 2019 19:28:05 GMT+0530,60.34940338,0.029846873,41.80589676,30.32377243,43741.89063,91939.71875,212.1074524,7.602712154,-12.44484806,5.381844997,7.708992958,0.152997673,6.949130535,3.467752457,2.617440939
Fri Jun 28 2019 20:28:05 GMT+0530,230.4454346,81.64910126,147.1061554,30.20049286,59343.36719,91813.19531,951.7259521,7.718985081,-17.03218269,5.380871773,6.655722618,0.761484563,61.5020752,32.23851395,2.540228367
Fri Jun 28 2019 21:28:05 GMT+0530,230.1242523,80.93875122,145.2715454,30.20373726,60566.44141,91774.26563,937.451355,7.712626457,-17.16843987,5.409420967,6.679794788,0.75506103,61.44984436,32.18855286,2.534713268
Fri Jun 28 2019 22:28:05 GMT+0530,229.7495422,81.29093933,147.0850677,30.04476929,61478.07031,91798.59375,927.199585,7.704905033,-17.16843987,5.413638592,6.682974339,0.755644977,61.46120071,32.21126556,2.533415556
Fri Jun 28 2019 23:28:05 GMT+0530,229.3855438,81.59538269,145.7460022,30.04801369,62058.78516,91856.99219,919.737854,7.707630157,-17.07760239,5.431481838,6.688424587,0.759927332,61.5020752,32.24078751,2.53633523
Sat Jun 29 2019 00:28:05 GMT+0530,229.5675354,81.17155457,147.8863831,30.07072258,62396.18359,91847.25781,914.4173584,7.717168331,-17.07760239,5.433753014,6.69659996,0.765377641,61.4884491,32.15449142,2.523033857
Sat Jun 29 2019 01:28:05 GMT+0530,229.7495422,80.67012787,146.7371216,29.92148781,62665.45703,91803.46094,909.5510254,7.707630157,-17.12302017,5.390604496,6.69659996,0.759538054,61.48163605,32.15676117,2.510056973
Sat Jun 29 2019 02:28:06 GMT+0530,229.6638947,79.87023163,147.232666,29.93770981,62905.52734,91764.53125,903.4518433,7.715351582,-16.80508614,5.371788025,6.671619415,0.764404356,61.52705765,32.16357422,2.505190611
Sat Jun 29 2019 03:28:05 GMT+0530,229.781662,80.38359833,148.2343292,29.87931442,63022.32031,91759.66406,896.9634399,7.69672966,-16.89592552,5.368219376,6.66934824,0.761679232,61.51343155,32.15676117,2.497404575
Sat Jun 29 2019 04:28:05 GMT+0530,229.1071777,80.27017975,147.3170166,29.75278854,63145.60156,91667.20313,890.9291382,7.721255779,-17.07760239,5.345510006,6.686153412,0.762263179,61.47028351,32.12950897,2.486698627
Sat Jun 29 2019 05:28:05 GMT+0530,228.9573059,81.08798218,144.7654419,29.77874374,63239.68359,91784,885.2841797,7.724435329,-16.75966644,5.328964233,6.658447742,0.762652516,61.50888824,32.15903091,2.471775293
Sat Jun 29 2019 06:28:05 GMT+0530,228.8930664,80.68803406,147.5384369,29.70737076,63281.85938,91720.73438,880.9369507,7.699000359,-16.94134331,5.390280247,6.653451443,0.760122001,61.49072266,32.13632202,2.456527233
Sat Jun 29 2019 07:46:33 GMT+0530,228.4219971,79.4225235,147.6649628,29.68790436,63255.90234,91686.67188,875.3568726,7.706267834,-16.80508614,5.411043167,6.639371872,0.755644977,61.22956085,31.87516212,2.218725681
Sat Jun 29 2019 08:46:33 GMT+0530,230.2741394,80.55073547,145.7249146,29.59706688,63333.76563,91672.07031,859.3303833,7.708992958,-16.80508614,5.42564249,6.610303402,0.767908156,61.64287567,32.22488785,2.540877104
Sat Jun 29 2019 09:58:17 GMT+0530,229.5782471,80.61043549,147.4540863,29.65870667,63434.33594,85676.74219,857.5136108,7.699454784,-16.94134331,5.405203819,6.613482952,0.768492103,61.66558456,32.23397446,2.554827452
Sat Jun 29 2019 10:58:17 GMT+0530,229.8030701,80.71788025,148.308136,29.58733368,63444.07031,85774.07031,856.2808228,7.707630157,-16.85050583,7.531857967,6.596223354,0.762457848,61.66558456,32.22034836,2.549312115
Sat Jun 29 2019 11:58:17 GMT+0530,229.6746063,80.44329071,146.7371216,29.63275337,63450.55859,85735.14063,854.7885132,7.708992958,-16.85050583,8.24493885,6.597586155,0.764209688,61.67921066,32.2544136,2.53633523
Sat Jun 29 2019 12:58:17 GMT+0530,229.9422455,80.46717072,148.244873,29.72683525,63457.04688,85594.01563,855.6968384,7.702633858,-17.21385956,7.656760693,6.613482952,0.76712954,61.61562347,32.2317009,2.52595377
